ID,gender,age_group,citizen,vismin,immigrant,responded,voted_2019,past_vote,plan_to_vote,likely_party,Healthcare,Education,Taxes,Climate,Jobs,Housing,Indigenous,Immigration,Racial,Seniors,Childcare,COVID19,Debt,ads,decided,ad_affect
1550,Female,55-64,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Extremely,Slightly,Moderately,Moderately,Moderately,Slightly,Not,Not,Not,Don't know,Not,Extremely,Slightly,Online,Decided,a little
1554,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Slightly,Moderately,Not,Moderately,Moderately,Slightly,Not,Moderately,Very,Moderately,Extremely,Moderately,Moderately,Radio,Decided,not at all
1557,Female,55-64,yes,No,Prefer not to say,yes,yes,NDP,Yes,Liberal,Very,Very,Moderately,Very,Moderately,Moderately,Moderately,Moderately,Very,Slightly,Moderately,Moderately,Slightly,Signs/Billboards,Decided,not at all
1558,Male,18-24,yes,No,No,yes,yes,NDP,Yes,Conservative,Not,Very,Not,Moderately,Moderately,Moderately,Not,Moderately,Not,Not,Slightly,Moderately,Moderately,Online,Decided,not at all
1559,Female,45-54,yes,No,Yes,yes,yes,Conservative,Yes,Liberal,Slightly,Slightly,Not,Very,Don't know,Very,Slightly,Very,Not,Moderately,Very,Moderately,Don't know,Online,Decided,not at all
1560,Male,45-54,yes,No,No,yes,yes,Conservative,Yes,Green,Moderately,Moderately,Very,Moderately,Extremely,Moderately,Not,Not,Moderately,Very,Moderately,Moderately,Extremely,Signs/Billboards,Decided,not at all
1565,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Moderately,Very,Moderately,Very,Not,Slightly,Moderately,Slightly,Moderately,Extremely,Not,Online,Decided,not at all
1571,Male,45-54,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Moderately,Moderately,Very,Slightly,Moderately,Slightly,Moderately,Moderately,Extremely,Moderately,Not,Very,Moderately,TV,Decided,not at all
1573,Female,25-34,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Extremely,Moderately,Moderately,Very,Moderately,Slightly,Slightly,Moderately,Slightly,Not,Moderately,Moderately,Slightly,Online,Decided,not at all
1576,Female,65 and over,yes,Yes,Yes,yes,yes,Liberal,Yes,NDP,Very,Slightly,Moderately,Moderately,Moderately,Very,Not,Moderately,Slightly,Not,Moderately,Moderately,Slightly,TV,Decided,not at all
1578,Female,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Slightly,Moderately,Moderately,Very,Not,Slightly,Not,Slightly,Not,Slightly,Very,None,Decided,not at all
1580,Female,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Moderately,Moderately,Moderately,Moderately,Extremely,Extremely,Moderately,Don't know,Moderately,Very,Very,None,Decided,not at all
1584,Female,25-34,yes,No,Yes,yes,yes,NDP,Yes,Conservative,Slightly,Not,Extremely,Very,Moderately,Not,Not,Not,Not,Not,Moderately,Moderately,Moderately,Online,Decided,somewhat
1585,Female,25-34,yes,Yes,No,yes,yes,Liberal,Yes,Green,Moderately,Extremely,Moderately,Extremely,Extremely,Moderately,Slightly,Not,Very,Moderately,Not,Moderately,Very,Online,Decided,not at all
1587,Male,65 and over,yes,Yes,Yes,yes,yes,Conservative,Yes,Conservative,Slightly,Moderately,Slightly,Moderately,Slightly,Don't know,Moderately,Extremely,Not,Not,Not,Moderately,Moderately,TV,Decided,not at all
1591,Female,65 and over,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Not,Don't know,Moderately,Moderately,Very,Slightly,Extremely,Not,Slightly,Not,Moderately,Slightly,Print,Decided,not at all
1594,Female,25-34,yes,No,No,yes,yes,Green,Yes,Conservative,Not,Moderately,Moderately,Very,Moderately,Very,Moderately,Not,Not,Very,Slightly,Slightly,Moderately,Mail,Decided,not at all
1595,Female,35-44,yes,No,No,yes,yes,NDP,Yes,NDP,Not,Moderately,Slightly,Moderately,Extremely,Moderately,Not,Not,Not,Moderately,Slightly,Moderately,Not,Online,Decided,not at all
1597,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Don't know,Very,Moderately,Slightly,Moderately,Moderately,Not,Not,Slightly,Extremely,Moderately,TV,Decided,a little
1599,Male,18-24,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Slightly,Very,Slightly,Very,Moderately,Slightly,Not,Not,Not,Don't know,Moderately,Mail,Decided,not at all
1601,Female,55-64,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Moderately,Very,Slightly,Moderately,Not,Not,Not,Not,Extremely,Not,Extremely,Extremely,Moderately,None,Decided,not at all
1603,Male,35-44,yes,No,No,yes,yes,Conservative,Yes,Liberal,Not,Not,Moderately,Moderately,Not,Not,Extremely,Not,Very,Slightly,Slightly,Extremely,Don't know,TV,Decided,not at all
1605,Male,65 and over,yes,No,Yes,yes,yes,Green,Yes,Undecided,Extremely,Moderately,Moderately,Don't know,Very,Not,Extremely,Not,Slightly,Not,Not,Moderately,Moderately,TV,Undecided,not at all
1610,Female,45-54,yes,No,No,yes,no,Did not vote,Yes,Conservative,Extremely,Extremely,Very,Moderately,Extremely,Slightly,Not,Not,Not,Not,Moderately,Moderately,Extremely,Online,Decided,not at all
1612,Female,45-54,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Slightly,Moderately,Extremely,Slightly,Moderately,Not,Moderately,Moderately,Not,Moderately,Not,Moderately,Slightly,Online,Decided,not at all
1618,Male,35-44,yes,Yes,No,yes,yes,Other/Prefer not to answer,Yes,Liberal,Not,Not,Moderately,Very,Moderately,Slightly,Not,Not,Not,Not,Not,Moderately,Moderately,Online,Decided,not at all
1621,Female,25-34,yes,No,No,yes,yes,Conservative,Yes,NDP,Very,Slightly,Slightly,Very,Moderately,Extremely,Slightly,Extremely,Slightly,Slightly,Don't know,Very,Moderately,None,Decided,not at all
1623,Male,35-44,yes,No,No,yes,yes,Conservative,Yes,Conservative,Moderately,Not,Don't know,Slightly,Extremely,Moderately,Moderately,Moderately,Not,Slightly,Moderately,Very,Moderately,None,Decided,not at all
1629,Male,55-64,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Moderately,Not,Moderately,Moderately,Very,Moderately,Not,Not,Moderately,Extremely,Extremely,Mail,Decided,not at all
1636,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Extremely,Slightly,Moderately,Moderately,Slightly,Moderately,Not,Not,Slightly,Not,Not,Slightly,Very,Online,Decided,not at all
1637,Male,55-64,yes,No,No,yes,yes,Green,No,Don't plan to vote,Extremely,Don't know,Moderately,Moderately,Moderately,Extremely,Extremely,Moderately,Don't know,Not,Moderately,Extremely,Moderately,Online,Decided,not at all
1639,Male,55-64,yes,Prefer not to say,No,yes,no,Did not vote,Yes,Green,Not,Don't know,Moderately,Not,Moderately,Very,Moderately,Extremely,Very,Not,Moderately,Extremely,Moderately,None,Decided,not at all
1640,Female,65 and over,yes,No,No,yes,yes,Liberal,Yes,Liberal,Moderately,Moderately,Extremely,Moderately,Moderately,Not,Not,Not,Not,Moderately,Not,Extremely,Slightly,TV,Decided,not at all
1641,Female,25-34,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Not,Not,Moderately,Moderately,Moderately,Moderately,Not,Not,Not,Not,Moderately,Slightly,TV,Decided,somewhat
1645,Male,25-34,yes,No,No,yes,yes,Conservative,Yes,Liberal,Not,Don't know,Not,Slightly,Moderately,Moderately,Slightly,Not,Moderately,Moderately,Slightly,Moderately,Moderately,None,Decided,not at all
1646,Male,55-64,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Not,Slightly,Moderately,Not,Extremely,Moderately,Slightly,Moderately,Slightly,Not,Slightly,Moderately,Not,Mail,Decided,not at all
1647,Female,45-54,yes,Yes,Yes,yes,yes,Green,Yes,Liberal,Very,Not,Extremely,Very,Extremely,Moderately,Slightly,Slightly,Very,Moderately,Not,Moderately,Extremely,Mail,Decided,not at all
1650,Female,45-54,yes,Yes,Yes,yes,yes,Conservative,Yes,Green,Very,Not,Very,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,Not,Moderately,Moderately,Online,Decided,not at all
1652,Male,25-34,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Moderately,Not,Moderately,Don't know,Moderately,Very,Extremely,Not,Not,Not,Slightly,Very,Slightly,Online,Decided,not at all
1660,Female,65 and over,yes,No,Yes,yes,yes,NDP,Yes,Undecided,Moderately,Slightly,Moderately,Moderately,Moderately,Slightly,Moderately,Not,Extremely,Not,Not,Extremely,Extremely,TV,Undecided,not at all
1662,Female,65 and over,yes,Yes,No,yes,yes,NDP,Yes,Undecided,Slightly,Not,Slightly,Slightly,Moderately,Very,Not,Not,Moderately,Not,Not,Very,Moderately,Online,Undecided,not at all
1663,Female,55-64,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Slightly,Very,Very,Extremely,Slightly,Extremely,Slightly,Moderately,Don't know,Extremely,Moderately,Moderately,None,Decided,not at all
1668,Female,25-34,yes,Prefer not to say,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Very,Slightly,Extremely,Very,TV,Decided,not at all
1670,Male,25-34,yes,No,No,yes,yes,NDP,Yes,Conservative,Extremely,Slightly,Don't know,Moderately,Moderately,Moderately,Not,Not,Moderately,Slightly,Very,Moderately,Moderately,TV,Decided,not at all
1675,Female,35-44,yes,No,No,yes,no,Did not vote,Yes,NDP,Slightly,Moderately,Moderately,Extremely,Extremely,Slightly,Slightly,Slightly,Not,Slightly,Slightly,Extremely,Extremely,TV,Decided,not at all
1679,Female,25-34,yes,Yes,Yes,yes,yes,NDP,Yes,Liberal,Extremely,Not,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,Not,Not,Very,Extremely,Moderately,None,Decided,not at all
1680,Female,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,NDP,Moderately,Not,Not,Moderately,Moderately,Extremely,Moderately,Moderately,Moderately,Not,Moderately,Slightly,Slightly,Online,Decided,not at all
1681,Female,35-44,yes,No,No,yes,yes,NDP,Yes,Conservative,Not,Extremely,Moderately,Not,Not,Not,Moderately,Not,Very,Extremely,Moderately,Moderately,Not,Online,Decided,not at all
1685,Male,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Very,Moderately,Moderately,Slightly,Very,Not,Moderately,Not,Very,Slightly,Very,Moderately,Online,Decided,not at all
1686,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Slightly,Moderately,Slightly,Moderately,Moderately,Don't know,Not,Slightly,Not,Slightly,Moderately,Slightly,Online,Decided,not at all
1690,Female,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Green,Slightly,Moderately,Don't know,Extremely,Moderately,Extremely,Not,Not,Slightly,Moderately,Not,Moderately,Moderately,Online,Decided,not at all
1692,Male,18-24,yes,No,No,yes,no,Did not vote,Yes,NDP,Very,Very,Moderately,Very,Moderately,Moderately,Slightly,Slightly,Not,Not,Don't know,Moderately,Moderately,Online,Decided,not at all
1694,Female,45-54,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Extremely,Moderately,Not,Moderately,Extremely,Moderately,Moderately,Not,Not,Extremely,Moderately,Extremely,TV,Decided,not at all
1696,Female,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Undecided,Extremely,Very,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Don't know,Not,Slightly,Not,Moderately,Mail,Undecided,a little
1697,Female,45-54,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Extremely,Don't know,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Slightly,Moderately,Moderately,Online,Decided,not at all
1699,Female,65 and over,yes,No,No,yes,yes,NDP,Yes,Liberal,Slightly,Not,Moderately,Moderately,Moderately,Slightly,Extremely,Not,Slightly,Not,Don't know,Extremely,Very,Online,Decided,somewhat
1701,Female,45-54,yes,Yes,Yes,yes,yes,NDP,Yes,Liberal,Not,Not,Moderately,Extremely,Moderately,Not,Slightly,Not,Moderately,Moderately,Moderately,Moderately,Moderately,None,Decided,not at all
1702,Male,35-44,yes,No,Yes,yes,yes,Conservative,Yes,Liberal,Extremely,Moderately,Very,Don't know,Moderately,Moderately,Moderately,Moderately,Extremely,Not,Moderately,Moderately,Extremely,TV,Decided,not at all
1705,Female,55-64,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Don't know,Slightly,Moderately,Moderately,Moderately,Extremely,Moderately,Not,Moderately,Moderately,Not,Moderately,Moderately,Signs/Billboards,Decided,not at all
1706,Female,35-44,yes,No,Yes,yes,yes,Conservative,Yes,Liberal,Extremely,Moderately,Don't know,Moderately,Slightly,Moderately,Extremely,Slightly,Slightly,Not,Not,Very,Moderately,Online,Decided,not at all
1708,Male,25-34,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Slightly,Moderately,Extremely,Moderately,Moderately,Slightly,Slightly,Not,Moderately,Not,Extremely,Very,TV,Decided,not at all
1711,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Moderately,Slightly,Moderately,Moderately,Moderately,Slightly,Slightly,Not,Moderately,Slightly,Not,Moderately,Moderately,TV,Decided,not at all
1712,Male,35-44,yes,No,Prefer not to say,yes,yes,Liberal,Yes,Conservative,Extremely,Not,Extremely,Moderately,Moderately,Moderately,Not,Not,Don't know,Moderately,Very,Slightly,Slightly,Online,Decided,not at all
1713,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Moderately,Very,Very,Not,Slightly,Not,Very,Not,Not,Extremely,Moderately,None,Decided,not at all
1715,Female,25-34,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Not,Don't know,Very,Very,Moderately,Moderately,Moderately,Moderately,Not,Extremely,Very,Slightly,Online,Decided,not at all
1718,Male,18-24,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Moderately,Not,Slightly,Moderately,Not,Moderately,Moderately,Slightly,Not,Moderately,Moderately,Not,TV,Decided,not at all
1719,Male,35-44,yes,Yes,No,yes,no,Did not vote,Yes,NDP,Not,Not,Moderately,Moderately,Moderately,Moderately,Moderately,Very,Don't know,Not,Don't know,Very,Moderately,Mail,Decided,not at all
1720,Female,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Conservative,Not,Not,Moderately,Moderately,Moderately,Not,Slightly,Not,Not,Slightly,Not,Very,Slightly,Radio,Decided,not at all
1724,Male,55-64,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Slightly,Extremely,Don't know,Not,Moderately,Moderately,Not,Don't know,Slightly,Moderately,Moderately,Slightly,Slightly,None,Decided,not at all
1725,Female,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Green,Extremely,Moderately,Slightly,Don't know,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Very,TV,Decided,not at all
1727,Male,65 and over,yes,No,Yes,yes,yes,Green,Yes,Green,Slightly,Moderately,Moderately,Very,Moderately,Very,Slightly,Not,Moderately,Not,Moderately,Moderately,Extremely,TV,Decided,not at all
1729,Female,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Don't know,Moderately,Very,Extremely,Moderately,Moderately,Not,Not,Don't know,Moderately,Slightly,Moderately,Extremely,TV,Decided,not at all
1732,Male,25-34,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Very,Moderately,Extremely,Slightly,Extremely,Slightly,Moderately,Not,Not,Slightly,Moderately,Very,Moderately,TV,Decided,a little
1736,Male,45-54,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Not,Moderately,Slightly,Slightly,Slightly,Extremely,Moderately,Moderately,Moderately,Not,Not,Not,Slightly,None,Decided,not at all
1738,Male,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Extremely,Moderately,Extremely,Extremely,Slightly,Not,Moderately,Moderately,Not,Moderately,Extremely,Moderately,TV,Decided,not at all
1739,Male,35-44,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Slightly,Slightly,Slightly,Very,Moderately,Slightly,Not,Not,Moderately,Moderately,Moderately,Not,TV,Decided,not at all
1742,Male,35-44,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Not,Not,Slightly,Not,Very,Moderately,Moderately,Slightly,Not,Slightly,Not,Very,Moderately,TV,Decided,not at all
1748,Male,25-34,yes,No,Yes,yes,yes,Green,Yes,Conservative,Moderately,Moderately,Very,Moderately,Moderately,Slightly,Moderately,Don't know,Moderately,Moderately,Not,Extremely,Very,Online,Decided,not at all
1750,Female,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Conservative,Very,Not,Extremely,Moderately,Moderately,Very,Not,Not,Moderately,Moderately,Slightly,Moderately,Very,Signs/Billboards,Decided,a great deal
1753,Female,45-54,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Don't know,Not,Moderately,Moderately,Moderately,Moderately,Slightly,Not,Not,Moderately,Moderately,Moderately,Extremely,TV,Decided,not at all
1754,Male,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Slightly,Slightly,Moderately,Very,Not,Very,Not,Moderately,Not,Extremely,Moderately,Signs/Billboards,Decided,not at all
1759,Male,55-64,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Don't know,Moderately,Slightly,Very,Moderately,Moderately,Slightly,Not,Don't know,Slightly,Slightly,Moderately,Slightly,Online,Decided,not at all
1760,Female,35-44,yes,Yes,Yes,yes,yes,NDP,Yes,Undecided,Very,Slightly,Don't know,Extremely,Moderately,Moderately,Slightly,Not,Not,Moderately,Not,Moderately,Moderately,TV,Undecided,not at all
1767,Female,55-64,yes,No,Yes,yes,yes,NDP,Yes,NDP,Not,Slightly,Don't know,Slightly,Moderately,Not,Very,Not,Extremely,Not,Not,Extremely,Moderately,Mail,Decided,a little
1774,Female,45-54,yes,No,Yes,yes,yes,NDP,Yes,Conservative,Don't know,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Don't know,Slightly,Moderately,Moderately,Moderately,Slightly,TV,Decided,a little
1777,Male,55-64,yes,No,Yes,yes,no,Did not vote,Yes,Undecided,Very,Not,Slightly,Extremely,Moderately,Slightly,Slightly,Moderately,Not,Very,Not,Moderately,Not,Print,Undecided,not at all
1784,Male,35-44,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Not,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Slightly,Very,Moderately,Not,Moderately,Moderately,Print,Decided,not at all
1785,Male,35-44,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Slightly,Moderately,Moderately,Not,Moderately,Slightly,Not,Not,Not,Slightly,Moderately,Moderately,Moderately,TV,Decided,not at all
1789,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Slightly,Slightly,Very,Moderately,Moderately,Not,Moderately,Not,Slightly,Moderately,Moderately,Moderately,Online,Decided,not at all
1792,Female,18-24,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Not,Extremely,Slightly,Slightly,Moderately,Not,Not,Not,Not,Very,Don't know,Moderately,Don't know,Online,Decided,not at all
1800,Male,45-54,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Extremely,Extremely,Moderately,Moderately,Not,Not,Moderately,Moderately,Not,Extremely,Slightly,Online,Decided,not at all
1806,Male,25-34,yes,Yes,No,yes,yes,NDP,Yes,Conservative,Not,Extremely,Extremely,Slightly,Moderately,Very,Don't know,Don't know,Moderately,Moderately,Slightly,Not,Moderately,Online,Decided,not at all
1808,Female,18-24,yes,Yes,Yes,yes,no,Did not vote,Yes,Liberal,Slightly,Not,Moderately,Don't know,Not,Very,Slightly,Extremely,Extremely,Not,Moderately,Extremely,Moderately,None,Decided,not at all
1809,Female,45-54,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Moderately,Slightly,Moderately,Moderately,Slightly,Not,Extremely,Slightly,Moderately,Moderately,Slightly,TV,Decided,not at all
1810,Female,35-44,yes,No,No,yes,yes,Conservative,Yes,Liberal,Slightly,Slightly,Extremely,Slightly,Moderately,Slightly,Slightly,Not,Don't know,Extremely,Slightly,Moderately,Moderately,Online,Decided,not at all
1811,Female,25-34,yes,Yes,No,yes,yes,NDP,Yes,Conservative,Moderately,Moderately,Very,Moderately,Moderately,Don't know,Not,Moderately,Slightly,Moderately,Moderately,Extremely,Moderately,Online,Decided,a lot
1813,Female,25-34,yes,No,No,yes,yes,NDP,Yes,NDP,Not,Slightly,Slightly,Moderately,Moderately,Very,Moderately,Not,Not,Slightly,Extremely,Moderately,Slightly,Online,Decided,not at all
1816,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Conservative,Slightly,Not,Slightly,Very,Extremely,Moderately,Not,Moderately,Slightly,Moderately,Slightly,Moderately,Moderately,Online,Decided,not at all
1818,Female,18-24,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Very,Not,Moderately,Don't know,Moderately,Moderately,Don't know,Moderately,Not,Very,Slightly,Moderately,Moderately,Online,Decided,not at all
1822,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,Liberal,Very,Don't know,Extremely,Moderately,Extremely,Moderately,Moderately,Moderately,Moderately,Not,Not,Very,Extremely,Signs/Billboards,Decided,not at all
1823,Male,45-54,yes,Yes,No,yes,yes,Green,Yes,Liberal,Slightly,Moderately,Moderately,Not,Moderately,Moderately,Slightly,Moderately,Slightly,Slightly,Moderately,Moderately,Moderately,Signs/Billboards,Decided,not at all
1833,Female,45-54,yes,Yes,No,yes,no,Did not vote,No,Don't plan to vote,Not,Not,Not,Don't know,Extremely,Moderately,Slightly,Moderately,Slightly,Slightly,Not,Moderately,Moderately,Online,Decided,a great deal
1835,Male,45-54,yes,Prefer not to say,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Not,Very,Moderately,Extremely,Not,Not,Moderately,Moderately,Moderately,Extremely,Moderately,Online,Decided,not at all
1838,Female,45-54,yes,Yes,No,yes,yes,NDP,Yes,Undecided,Extremely,Very,Slightly,Extremely,Extremely,Not,Not,Not,Moderately,Slightly,Slightly,Very,Moderately,None,Undecided,not at all
1839,Male,35-44,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Extremely,Not,Don't know,Not,Moderately,Extremely,Not,Not,Moderately,Slightly,Not,Very,Slightly,Online,Decided,not at all
1841,Male,25-34,yes,No,No,yes,yes,NDP,Yes,NDP,Extremely,Slightly,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Not,Not,Moderately,Moderately,Very,Radio,Decided,not at all
1842,Female,55-64,yes,No,No,yes,yes,NDP,Yes,Undecided,Extremely,Extremely,Slightly,Slightly,Slightly,Slightly,Moderately,Not,Extremely,Not,Not,Extremely,Moderately,Print,Undecided,somewhat
1844,Male,45-54,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Not,Slightly,Moderately,Slightly,Moderately,Extremely,Moderately,Slightly,Not,Not,Slightly,Moderately,Moderately,TV,Decided,not at all
1845,Female,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Moderately,Very,Moderately,Moderately,Moderately,Not,Moderately,Not,Moderately,Very,Moderately,Mail,Decided,not at all
1852,Male,18-24,yes,No,No,yes,yes,Conservative,Yes,Liberal,Slightly,Slightly,Extremely,Moderately,Moderately,Very,Moderately,Not,Not,Moderately,Moderately,Very,Moderately,Signs/Billboards,Decided,not at all
1864,Male,45-54,yes,No,Yes,yes,yes,Conservative,Yes,NDP,Not,Not,Slightly,Very,Moderately,Moderately,Moderately,Slightly,Very,Don't know,Extremely,Very,Moderately,Mail,Decided,not at all
1868,Male,18-24,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Extremely,Slightly,Not,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Slightly,Very,Don't know,Mail,Decided,not at all
1869,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Slightly,Extremely,Moderately,Not,Not,Not,Slightly,Not,Not,Extremely,Moderately,Online,Decided,not at all
1872,Female,55-64,yes,Yes,Yes,yes,yes,Liberal,Yes,NDP,Very,Not,Moderately,Moderately,Slightly,Moderately,Extremely,Slightly,Not,Moderately,Moderately,Slightly,Moderately,TV,Decided,not at all
1873,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,NDP,Slightly,Not,Extremely,Extremely,Moderately,Slightly,Slightly,Not,Slightly,Moderately,Not,Extremely,Moderately,Online,Decided,not at all
1874,Female,55-64,yes,Yes,Yes,yes,yes,Green,Yes,Liberal,Slightly,Not,Slightly,Slightly,Moderately,Moderately,Moderately,Slightly,Slightly,Very,Moderately,Moderately,Very,Signs/Billboards,Decided,not at all
1887,Male,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Not,Slightly,Very,Very,Very,Very,Moderately,Not,Not,Not,Extremely,Slightly,Online,Decided,not at all
1893,Male,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Green,Not,Moderately,Moderately,Very,Not,Very,Not,Moderately,Not,Slightly,Moderately,Moderately,Slightly,Online,Decided,not at all
1910,Male,18-24,yes,No,No,yes,yes,NDP,Yes,Liberal,Slightly,Slightly,Moderately,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Very,Moderately,Not,Moderately,Online,Decided,not at all
1911,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Very,Moderately,Slightly,Not,Extremely,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,Online,Decided,not at all
1912,Male,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Conservative,Very,Not,Slightly,Moderately,Moderately,Moderately,Very,Slightly,Don't know,Not,Not,Slightly,Very,Radio,Decided,not at all
1914,Female,65 and over,yes,No,Yes,yes,no,Did not vote,No,Don't plan to vote,Extremely,Not,Slightly,Very,Extremely,Moderately,Moderately,Not,Very,Not,Moderately,Moderately,Not,TV,Decided,not at all
1919,Male,65 and over,yes,No,No,yes,yes,NDP,Yes,Green,Not,Not,Slightly,Very,Moderately,Extremely,Slightly,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,Online,Decided,not at all
1920,Female,65 and over,yes,No,No,yes,yes,NDP,Yes,NDP,Very,Slightly,Very,Not,Slightly,Not,Moderately,Moderately,Moderately,Not,Slightly,Extremely,Extremely,Signs/Billboards,Decided,not at all
1922,Female,35-44,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Moderately,Not,Moderately,Not,Not,Moderately,Not,Slightly,Extremely,Slightly,Moderately,None,Decided,not at all
1923,Female,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Moderately,Moderately,Moderately,Very,Not,Not,Moderately,Not,Slightly,Extremely,Moderately,Online,Decided,not at all
1924,Male,25-34,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Slightly,Moderately,Very,Moderately,Moderately,Not,Slightly,Not,Moderately,Slightly,Moderately,Moderately,TV,Decided,not at all
1933,Male,25-34,yes,No,No,yes,yes,NDP,Yes,NDP,Not,Not,Very,Moderately,Slightly,Moderately,Not,Not,Not,Not,Not,Extremely,Moderately,TV,Decided,not at all
1934,Male,18-24,yes,No,No,yes,yes,Liberal,Yes,Conservative,Moderately,Moderately,Not,Moderately,Moderately,Not,Slightly,Moderately,Moderately,Not,Not,Extremely,Slightly,TV,Decided,not at all
1935,Male,45-54,yes,No,No,yes,yes,Conservative,Yes,Conservative,Slightly,Moderately,Moderately,Moderately,Slightly,Moderately,Not,Not,Moderately,Extremely,Not,Moderately,Extremely,TV,Decided,not at all
